,Player,Season,Team,Pos,GP,G,A,P,+/-,PIM,P/GP,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,TOI/GP,Shifts/GP,FOW%
1,Wayne Gretzky,1983-84,EDM,C,74,87,118,205,78,39,2.77,20,47,12,23,11,0,326,26.7,,--,--
2,Paul Coffey,1983-84,EDM,D,80,40,86,126,52,104,1.57,14,41,1,9,4,1,259,15.4,,--,--
3,Michel Goulet,1983-84,QUE,L,75,56,66,122,62,76,1.63,11,30,2,3,16,0,239,23.4,,--,--
4,Peter Stastny,1983-84,QUE,C,80,46,73,119,22,73,1.49,11,31,0,1,4,0,189,24.3,,--,--
5,Mike Bossy,1983-84,NYI,R,67,51,67,118,65,8,1.76,6,28,0,0,11,0,246,20.7,,--,--
6,Barry Pederson,1983-84,BOS,C,80,39,77,116,27,64,1.45,10,47,3,3,7,0,236,16.5,,--,--
7,Jari Kurri,1983-84,EDM,R,64,52,61,113,39,14,1.77,10,26,5,9,4,1,195,26.7,,--,--
8,Bryan Trottier,1983-84,NYI,C,68,40,71,111,68,59,1.63,7,23,3,5,4,0,194,20.6,,--,--
9,Bernie Federko,1983-84,STL,C,79,41,66,107,-2,43,1.35,14,38,0,0,4,0,196,20.9,,--,--
10,Rick Middleton,1983-84,BOS,R,80,47,58,105,26,14,1.31,16,33,4,5,6,1,209,22.5,,--,--
11,Dale Hawerchuk,1983-84,WIN,C,80,37,65,102,-14,73,1.27,10,29,0,2,4,1,256,14.4,,--,--
12,Mark Messier,1983-84,EDM,C,73,37,64,101,40,165,1.38,7,25,4,11,7,0,220,16.8,,--,--
13,Glenn Anderson,1983-84,EDM,R,80,54,45,99,41,65,1.24,11,21,4,5,11,0,277,19.5,,--,--
14,Ray Bourque,1983-84,BOS,D,78,31,65,96,51,57,1.23,12,39,1,2,5,0,343,9.0,,--,--
15,Bernie Nicholls,1983-84,LAK,C,78,41,54,95,-22,83,1.22,8,29,4,5,2,0,255,16.1,,--,--
16,Denis Savard,1983-84,CHI,C,75,37,57,94,-12,71,1.25,12,44,0,0,5,0,211,17.5,,--,--
17,Tim Kerr,1983-84,PHI,R,79,54,39,93,29,29,1.18,9,18,0,0,5,1,288,18.8,,--,--
18,Rick Vaive,1983-84,TOR,R,76,52,41,93,-11,114,1.22,17,31,0,0,6,0,261,19.9,,--,--
19,Mike Bullard,1983-84,PIT,C,76,51,41,92,-29,57,1.21,15,31,0,0,0,0,213,23.9,,--,--
20,Charlie Simmer,1983-84,LAK,L,79,44,48,92,7,78,1.16,13,28,1,1,4,0,188,23.4,,--,--
21,Brian Propp,1983-84,PHI,L,79,39,53,92,47,37,1.16,11,23,1,4,4,0,301,13.0,,--,--
22,Marcel Dionne,1983-84,LAK,C,66,39,53,92,7,28,1.39,13,32,0,0,2,1,282,13.8,,--,--
23,Patrik Sundstrom,1983-84,VAN,C,78,38,53,91,-11,37,1.17,7,24,0,1,7,1,215,17.7,,--,--
24,Gilbert Perreault,1983-84,BUF,C,73,31,59,90,19,32,1.23,8,30,2,4,7,0,165,18.8,,--,--
25,Neal Broten,1983-84,MNS,C,76,28,61,89,15,43,1.17,8,31,3,6,5,1,185,15.1,,--,--
26,Steve Yzerman,1983-84,DET,C,80,39,48,87,-19,33,1.09,13,32,0,0,2,1,177,22.0,,--,--
27,Mark Johnson,1983-84,HFD,C,79,35,52,87,-13,27,1.10,13,31,1,1,2,0,184,19.0,,--,--
28,Tony Tanti,1983-84,VAN,R,79,45,41,86,-13,50,1.09,19,35,1,1,6,1,247,18.2,,--,--
29,Joe Mullen,1983-84,STL,R,80,41,44,85,-9,19,1.06,13,30,0,0,6,1,228,18.0,,--,--
30,Mike Gartner,1983-84,WSH,R,80,40,45,85,23,90,1.06,8,21,0,0,7,0,286,14.0,,--,--
31,Denis Potvin,1983-84,NYI,D,78,22,63,85,54,87,1.09,11,30,1,3,3,0,247,8.9,,--,--
32,Brian Bellows,1983-84,MNS,L,78,41,42,83,-3,66,1.06,14,27,5,6,5,1,236,17.4,,--,--
33,Ivan Boldirev,1983-84,DET,C,75,35,48,83,3,20,1.11,12,28,0,0,4,0,185,18.9,,--,--
34,Brian Sutter,1983-84,STL,L,76,32,51,83,-10,162,1.09,14,29,2,2,3,1,193,16.6,,--,--
35,Ron Francis,1983-84,HFD,C,72,23,60,83,-12,45,1.15,5,36,0,0,5,0,202,11.4,,--,--
36,Mark Pavelich,1983-84,NYR,C,77,29,53,82,12,96,1.06,12,26,1,1,2,0,163,17.8,,--,--
37,Pierre Larouche,1983-84,NYR,C,77,48,33,81,-15,22,1.05,19,29,0,0,4,0,246,19.5,,--,--
38,Dave Christian,1983-84,WSH,R,80,29,52,81,28,28,1.01,9,24,0,0,6,0,164,17.7,,--,--
39,Dave Andreychuk,1983-84,BUF,L,78,38,42,80,20,40,1.03,10,22,0,0,7,2,179,21.2,,--,--
40,Ron Duguay,1983-84,DET,C,80,33,47,80,-26,34,1.00,13,34,1,1,1,0,215,15.3,,--,--
41,Kent Nilsson,1983-84,CGY,C,67,31,49,80,-24,22,1.19,7,34,9,11,5,1,181,17.1,,--,--
42,Lucien DeBlois,1983-84,WIN,C,80,34,45,79,-16,50,0.99,9,21,1,2,2,1,197,17.3,,--,--
43,Dale Hunter,1983-84,QUE,C,77,24,55,79,34,232,1.03,7,13,2,4,2,0,123,19.5,,--,--
44,John Ogrodnick,1983-84,DET,L,64,42,36,78,-16,14,1.22,19,33,3,3,5,1,254,16.5,,--,--
45,Thomas Gradin,1983-84,VAN,C,75,21,57,78,-2,32,1.04,11,26,1,2,5,0,170,12.3,,--,--
46,Phil Housley,1983-84,BUF,D,75,31,46,77,1,33,1.03,13,38,2,2,6,1,235,13.2,,--,--
47,Wilf Paiement,1983-84,QUE,R,80,39,37,76,27,121,0.95,8,12,3,4,3,0,207,18.8,,--,--
48,Dave Poulin,1983-84,PHI,C,73,31,45,76,32,47,1.04,6,11,3,3,6,0,185,16.8,,--,--
49,Eddy Beers,1983-84,CGY,L,73,36,39,75,8,88,1.03,16,25,0,0,4,1,189,19.0,,--,--
50,Steve Larmer,1983-84,CHI,R,80,35,40,75,-2,34,0.94,13,28,0,0,3,0,202,17.3,,--,--
51,Bengt-Ake Gustafsson,1983-84,WSH,L,69,32,43,75,29,16,1.09,8,23,0,0,5,1,146,21.9,,--,--
52,Laurie Boschman,1983-84,WIN,C,61,28,46,74,-4,234,1.21,9,21,0,1,3,0,137,20.4,,--,--
53,Dan Daoust,1983-84,TOR,C,78,18,56,74,-17,88,0.95,8,35,0,0,1,0,154,11.7,,--,--
54,Brad Maxwell,1983-84,MNS,D,78,19,54,73,-7,225,0.94,8,34,0,0,2,0,228,8.3,,--,--
55,Sylvain Turgeon,1983-84,HFD,L,76,40,32,72,-11,55,0.95,18,26,0,0,3,0,238,16.8,,--,--
56,Jim Fox,1983-84,LAK,R,80,30,42,72,-11,26,0.90,10,18,0,0,5,0,153,19.6,,--,--
57,Bobby Smith,1983-84,"MNS, MTL",C,80,29,43,72,-7,71,0.90,7,24,1,2,3,0,200,14.5,,--,--
58,Paul MacLean,1983-84,WIN,R,76,40,31,71,-13,155,0.93,13,20,0,0,5,3,158,25.3,,--,--
59,Dino Ciccarelli,1983-84,MNS,R,79,38,33,71,1,58,0.90,16,28,0,0,2,0,211,18.0,,--,--
60,Tom McCarthy,1983-84,MNS,L,66,39,31,70,16,49,1.06,16,27,2,2,7,2,165,23.6,,--,--
61,Guy Lafleur,1983-84,MTL,R,80,30,40,70,-16,19,0.88,7,26,0,0,6,0,217,13.8,,--,--
62,Ray Neufeld,1983-84,HFD,R,80,27,42,69,-18,97,0.86,5,16,0,2,5,0,163,16.6,,--,--
63,Dave Taylor,1983-84,LAK,R,63,20,49,69,-3,91,1.10,6,18,0,0,2,0,150,13.3,,--,--
64,John Anderson,1983-84,TOR,R,73,37,31,68,-11,20,0.93,14,30,0,0,5,0,192,19.3,,--,--
65,Bobby Carpenter,1983-84,WSH,C,80,28,40,68,-1,51,0.85,8,20,0,0,5,0,228,12.3,,--,--
66,Anders Hedberg,1983-84,NYR,R,79,32,35,67,18,16,0.85,6,17,0,0,2,0,209,15.3,,--,--
67,John Tonelli,1983-84,NYI,L,73,27,40,67,22,66,0.92,5,11,1,1,7,1,105,25.7,,--,--
68,Stan Smyl,1983-84,VAN,R,80,24,43,67,-22,136,0.84,8,24,0,0,4,0,205,11.7,,--,--
69,Ken Linseman,1983-84,EDM,C,72,18,49,67,29,119,0.93,5,11,1,5,2,0,106,17.0,,--,--
70,Lanny McDonald,1983-84,CGY,R,65,33,33,66,-16,64,1.02,10,23,0,0,1,0,246,13.4,,--,--
71,Greg Gilbert,1983-84,NYI,L,79,31,35,66,49,59,0.84,6,12,0,1,2,0,118,26.3,,--,--
72,Don Maloney,1983-84,NYR,L,79,24,42,66,-5,62,0.84,5,16,3,4,5,0,129,18.6,,--,--
73,Thomas Steen,1983-84,WIN,C,78,20,45,65,-5,69,0.83,5,18,3,3,2,0,181,11.0,,--,--
74,Keith Acton,1983-84,"MTL, MNS",C,71,20,45,65,-3,64,0.92,6,22,2,5,5,0,165,12.1,,--,--
75,Mats Naslund,1983-84,MTL,L,77,29,35,64,7,4,0.83,3,15,0,1,1,0,146,19.9,,--,--
76,Mike Foligno,1983-84,BUF,R,70,32,31,63,31,151,0.90,6,10,0,0,5,1,183,17.5,,--,--
77,Darryl Sittler,1983-84,PHI,C,76,27,36,63,13,38,0.83,11,20,1,5,3,0,213,12.7,,--,--
78,Jorgen Pettersson,1983-84,STL,L,77,28,34,62,-2,29,0.81,7,18,0,1,7,0,203,13.8,,--,--
79,Anton Stastny,1983-84,QUE,L,69,25,37,62,12,14,0.90,7,18,0,0,0,0,147,17.0,,--,--
80,Reed Larson,1983-84,DET,D,78,23,39,62,-10,119,0.79,10,27,0,0,5,0,262,8.8,,--,--
81,Brian Mullen,1983-84,WIN,R,75,21,41,62,-10,28,0.83,4,18,4,4,1,0,164,12.8,,--,--
82,Bob Crawford,1983-84,HFD,R,80,36,25,61,-1,32,0.76,5,13,0,0,3,0,179,20.1,,--,--
83,Tom Fergus,1983-84,BOS,C,69,25,36,61,8,12,0.88,6,10,0,0,3,0,123,20.3,,--,--
84,Mel Bridgman,1983-84,NJD,C,79,23,38,61,-26,121,0.77,9,18,1,1,0,0,127,18.1,,--,--
85,Mike Rogers,1983-84,NYR,C,78,23,38,61,-25,45,0.78,6,22,3,4,2,0,186,12.4,,--,--
86,Bill Derlago,1983-84,TOR,C,79,40,20,60,-8,50,0.76,8,11,2,2,3,0,210,19.0,,--,--
87,Real Cloutier,1983-84,BUF,R,77,24,36,60,-2,25,0.78,9,26,0,0,6,0,169,14.2,,--,--
88,Kelly Kisio,1983-84,DET,C,70,23,37,60,17,34,0.86,1,12,0,0,2,0,146,15.8,,--,--
89,Mike O'Connell,1983-84,BOS,D,75,18,42,60,16,42,0.80,9,24,0,1,1,0,192,9.4,,--,--
90,Dennis Maruk,1983-84,MNS,C,71,17,43,60,-17,42,0.84,7,24,0,0,2,0,130,13.1,,--,--
91,Bobby Clarke,1983-84,PHI,C,73,17,43,60,24,70,0.82,3,14,1,4,1,1,127,13.4,,--,--
92,Rob Ramage,1983-84,STL,D,80,15,45,60,-13,121,0.75,9,35,0,0,3,1,267,5.6,,--,--
93,Steve Payne,1983-84,MNS,L,78,28,31,59,0,49,0.76,7,16,0,0,2,0,174,16.1,,--,--
94,Reijo Ruotsalainen,1983-84,NYR,D,74,20,39,59,17,26,0.80,5,20,0,0,4,1,288,6.9,,--,--
95,Doug Wilson,1983-84,CHI,D,66,13,45,58,-11,64,0.88,4,23,1,1,1,0,201,6.5,,--,--
96,Brad Park,1983-84,DET,D,80,5,53,58,-31,85,0.72,4,37,0,0,0,0,141,3.5,,--,--
97,Doug Shedden,1983-84,PIT,C,67,22,35,57,-37,20,0.85,6,17,1,1,1,0,160,13.8,,--,--
98,Dave Babych,1983-84,WIN,D,66,18,39,57,-29,62,0.86,10,30,0,1,4,0,233,7.7,,--,--
99,Rick Lanz,1983-84,VAN,D,79,18,39,57,-3,45,0.72,14,37,0,0,3,1,230,7.8,,--,--
100,Bob Bourne,1983-84,NYI,C,78,22,34,56,11,75,0.72,5,11,5,8,2,1,140,15.7,,--,--
101,Scott Arniel,1983-84,WIN,L,80,21,35,56,-11,68,0.70,6,18,0,0,2,0,140,15.0,,--,--
102,Ron Greschner,1983-84,NYR,D,77,12,44,56,1,117,0.73,5,24,0,0,0,0,129,9.3,,--,--
103,Hakan Loob,1983-84,CGY,R,77,30,25,55,9,22,0.71,3,7,0,0,2,0,178,16.9,,--,--
104,Morris Lukowich,1983-84,WIN,L,80,30,25,55,9,71,0.69,4,9,0,0,1,0,155,19.4,,--,--
105,Pat Hughes,1983-84,EDM,R,77,27,28,55,18,61,0.71,2,3,3,4,3,1,163,16.6,,--,--
106,Alan Haworth,1983-84,WSH,C,75,24,31,55,14,52,0.73,7,15,0,0,5,0,164,14.6,,--,--
107,Mark Taylor,1983-84,"PHI, PIT",C,60,24,31,55,-20,24,0.92,9,19,1,1,1,0,107,22.4,,--,--
108,Brian MacLellan,1983-84,LAK,L,72,25,29,54,-19,45,0.75,3,12,1,3,1,0,106,23.6,,--,--
109,Guy Carbonneau,1983-84,MTL,C,78,24,30,54,6,75,0.69,3,8,8,8,2,0,166,14.4,,--,--
110,Jan Ludvig,1983-84,NJD,R,74,22,32,54,-19,70,0.73,7,19,0,0,2,1,176,12.5,,--,--
111,Bill Barber,1983-84,PHI,L,63,22,32,54,4,36,0.86,3,17,0,1,1,0,204,10.8,,--,--
112,Greg Malone,1983-84,HFD,C,78,17,37,54,-10,56,0.69,3,11,0,0,2,0,124,13.7,,--,--
113,Moe Mantha,1983-84,WIN,D,72,16,38,54,-14,67,0.75,3,24,0,0,1,0,230,7.0,,--,--
114,Doug Gilmour,1983-84,STL,C,80,25,28,53,6,57,0.66,3,9,1,2,1,0,157,15.9,,--,--
115,Mark Howe,1983-84,PHI,D,71,19,34,53,30,44,0.75,3,12,3,4,2,0,184,10.3,,--,--
116,Risto Siltanen,1983-84,HFD,D,75,15,38,53,-20,34,0.71,12,36,0,0,0,0,163,9.2,,--,--
117,Gordie Roberts,1983-84,MNS,D,77,8,45,53,14,132,0.69,1,18,1,2,0,0,129,6.2,,--,--
118,Keith Crowder,1983-84,BOS,R,63,24,28,52,12,128,0.83,4,11,0,0,4,0,110,21.8,,--,--
119,Marian Stastny,1983-84,QUE,R,68,20,32,52,1,26,0.76,4,8,0,0,4,0,113,17.7,,--,--
120,Craig Laughlin,1983-84,WSH,R,80,20,32,52,4,69,0.65,7,22,0,0,3,0,111,18.0,,--,--
121,Dan Quinn,1983-84,CGY,C,54,19,33,52,-3,18,0.96,11,25,0,0,1,0,103,18.4,,--,--
122,Tony McKegney,1983-84,QUE,L,75,24,27,51,2,23,0.68,4,8,0,0,2,0,169,14.2,,--,--
123,Doug Risebrough,1983-84,CGY,C,77,23,28,51,11,161,0.66,0,1,1,1,3,1,161,14.3,,--,--
124,Mark Osborne,1983-84,NYR,L,73,23,28,51,2,88,0.70,6,12,0,0,5,2,139,16.5,,--,--
125,Ron Sutter,1983-84,PHI,C,79,19,32,51,4,101,0.65,5,12,3,3,3,0,146,13.0,,--,--
126,Jim Benning,1983-84,TOR,D,79,12,39,51,-4,66,0.65,6,23,0,1,1,0,136,8.8,,--,--
127,Mike Eaves,1983-84,CGY,C,61,14,36,50,9,20,0.82,3,11,0,1,3,1,118,11.9,,--,--
128,Brent Sutter,1983-84,NYI,C,69,34,15,49,4,69,0.71,7,9,0,0,6,0,156,21.8,,--,--
129,Ryan Walter,1983-84,MTL,C,73,20,29,49,-9,83,0.67,7,12,1,1,4,0,117,17.1,,--,--
130,Larry Murphy,1983-84,"LAK, WSH",D,78,13,36,49,6,50,0.63,2,20,0,0,2,0,149,8.7,,--,--
131,Mario Marois,1983-84,QUE,D,80,13,36,49,49,151,0.61,4,14,0,1,0,0,184,7.1,,--,--
132,Mark Hardy,1983-84,LAK,D,79,8,41,49,-30,122,0.62,5,27,0,2,1,0,175,4.6,,--,--
133,Darcy Rota,1983-84,VAN,L,59,28,20,48,-14,73,0.81,6,13,0,0,0,0,127,22.0,,--,--
134,Ron Flockhart,1983-84,"PHI, PIT",C,76,27,21,48,-18,44,0.63,5,9,0,0,1,0,214,12.6,,--,--
135,Bill Gardner,1983-84,CHI,C,79,27,21,48,1,12,0.61,3,10,3,4,3,0,115,23.5,,--,--
136,Dave Hunter,1983-84,EDM,L,80,22,26,48,27,90,0.60,1,1,1,2,3,1,118,18.6,,--,--
137,Bob Murray,1983-84,CHI,D,78,11,37,48,2,78,0.62,3,20,1,2,1,0,191,5.8,,--,--
138,Dale McCourt,1983-84,"BUF, TOR",C,77,20,27,47,-18,10,0.61,8,18,2,4,1,0,102,19.6,,--,--
139,Pat Verbeek,1983-84,NJD,R,79,20,27,47,-19,158,0.59,5,13,1,2,2,0,167,12.0,,--,--
140,Tom Lysiak,1983-84,CHI,C,54,17,30,47,-13,35,0.87,5,13,1,2,2,0,103,16.5,,--,--
